Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Method,Value LCU (million national currency),Value USD (million USD)
,G20,2016,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,502370.81
,G20,2016,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1451849.12
,G20,2016,22,Manufacture of rubber and plastics products,Current prices,Source,0,438997.5
,G20,2016,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,511234.09
,G20,2016,24,Manufacture of basic metals,Current prices,Source,0,713765.38
,G20,2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,3073626.25
,G20,2016,29-30,Manufacture of transport equipment,Current prices,Source,0,1432315.75
,G20,2017,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1526073.62
,G20,2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,532956.88
,G20,2017,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,186121.8
,G20,2017,17-18,Manufacture of paper products and printing,Current prices,Source,0,440146.59
,G20,2017,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,602179.62
,G20,2017,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1535733.38
,G20,2017,22,Manufacture of rubber and plastics products,Current prices,Source,0,458621.81
,G20,2017,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,570686
,G20,2017,24,Manufacture of basic metals,Current prices,Source,0,821476.62
,G20,2017,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,3268569.25
,G20,2017,29-30,Manufacture of transport equipment,Current prices,Source,0,1521456.38
,G20,2018,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1527580.25
,G20,2018,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,552381
,G20,2018,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,198322.3
,G20,2018,17-18,Manufacture of paper products and printing,Current prices,Source,0,471314.5
,G20,2018,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,710941.12
,G20,2018,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1637151.5
,G20,2018,22,Manufacture of rubber and plastics products,Current prices,Source,0,480998.41
,G20,2018,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,659545.31
,G20,2018,24,Manufacture of basic metals,Current prices,Source,0,949550.31
,G20,2018,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,3496903.5
,G20,2018,29-30,Manufacture of transport equipment,Current prices,Source,0,1570212.5
DEU,Germany,2000,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,35897,33154.92
DEU,Germany,2000,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,9038,8347.61
DEU,Germany,2000,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,7319,6759.92
DEU,Germany,2000,17-18,Manufacture of paper products and printing,Current prices,Source,22229.88,20531.8
DEU,Germany,2000,19,Manufacture of coke and refined petroleum products,Current prices,Source,5064,4677.17
DEU,Germany,2000,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,51904.55,47939.7
DEU,Germany,2000,22,Manufacture of rubber and plastics products,Current prices,Source,20162,18621.88
DEU,Germany,2000,23,Manufacture of other non-metallic mineral products,Current prices,Source,16515,15253.46
DEU,Germany,2000,24,Manufacture of basic metals,Current prices,Source,16910,15618.29
DEU,Germany,2000,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,164040,151509.41
DEU,Germany,2000,29-30,Manufacture of transport equipment,Current prices,Source,63708,58841.51
DEU,Germany,2000,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,17166,15854.73
DEU,Germany,2001,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,36370,32574.05
DEU,Germany,2001,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,8640,7738.24
DEU,Germany,2001,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,6627,5935.34
DEU,Germany,2001,17-18,Manufacture of paper products and printing,Current prices,Source,22044.27,19743.5
DEU,Germany,2001,19,Manufacture of coke and refined petroleum products,Current prices,Source,6991,6261.35
DEU,Germany,2001,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,53612.34,48016.8
DEU,Germany,2001,22,Manufacture of rubber and plastics products,Current prices,Source,20300,18181.28
DEU,Germany,2001,23,Manufacture of other non-metallic mineral products,Current prices,Source,15241,13650.29
DEU,Germany,2001,24,Manufacture of basic metals,Current prices,Source,17210,15413.79
DEU,Germany,2001,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,160480,143730.64
DEU,Germany,2001,29-30,Manufacture of transport equipment,Current prices,Source,73880,66169.11
DEU,Germany,2001,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,17636,15795.32
DEU,Germany,2002,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,36614,34621.24
DEU,Germany,2002,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,8151,7707.37
DEU,Germany,2002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,6369,6022.36
DEU,Germany,2002,17-18,Manufacture of paper products and printing,Current prices,Source,21306.96,20147.3
DEU,Germany,2002,19,Manufacture of coke and refined petroleum products,Current prices,Source,4639,4386.52
DEU,Germany,2002,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,54497.07,51531
DEU,Germany,2002,22,Manufacture of rubber and plastics products,Current prices,Source,20791,19659.42
DEU,Germany,2002,23,Manufacture of other non-metallic mineral products,Current prices,Source,14347,13566.15
DEU,Germany,2002,24,Manufacture of basic metals,Current prices,Source,17228,16290.34
DEU,Germany,2002,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,156876,148337.83
DEU,Germany,2002,29-30,Manufacture of transport equipment,Current prices,Source,74697,70631.52
DEU,Germany,2002,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,16536,15636.01
DEU,Germany,2003,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,36826,41656.11
DEU,Germany,2003,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,7789,8810.61
DEU,Germany,2003,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,6092,6891.03
DEU,Germany,2003,17-18,Manufacture of paper products and printing,Current prices,Source,19593.07,22162.9
DEU,Germany,2003,19,Manufacture of coke and refined petroleum products,Current prices,Source,4215,4767.84
DEU,Germany,2003,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,54346.94,61475.1
DEU,Germany,2003,22,Manufacture of rubber and plastics products,Current prices,Source,20606,23308.69
DEU,Germany,2003,23,Manufacture of other non-metallic mineral products,Current prices,Source,13636,15424.5
DEU,Germany,2003,24,Manufacture of basic metals,Current prices,Source,16964,19189
DEU,Germany,2003,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,159472,180388.39
DEU,Germany,2003,29-30,Manufacture of transport equipment,Current prices,Source,78545,88846.99
DEU,Germany,2003,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,16988,19216.15
DEU,Germany,2004,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,37307,46406.24
DEU,Germany,2004,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,7810,9714.87
DEU,Germany,2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,6519,8109
DEU,Germany,2004,17-18,Manufacture of paper products and printing,Current prices,Source,20353.94,25318.3
DEU,Germany,2004,19,Manufacture of coke and refined petroleum products,Current prices,Source,4597,5718.22
DEU,Germany,2004,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,55777.56,69381.8
DEU,Germany,2004,22,Manufacture of rubber and plastics products,Current prices,Source,21628,26903.11
DEU,Germany,2004,23,Manufacture of other non-metallic mineral products,Current prices,Source,13979,17388.5
DEU,Germany,2004,24,Manufacture of basic metals,Current prices,Source,18715,23279.62
DEU,Germany,2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,168414,209490.48
DEU,Germany,2004,29-30,Manufacture of transport equipment,Current prices,Source,77030,95817.75
DEU,Germany,2004,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,16991,21135.14
DEU,Germany,2005,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,36124,44941.53
DEU,Germany,2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,7451,9269.72
DEU,Germany,2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,6221,7739.49
DEU,Germany,2005,17-18,Manufacture of paper products and printing,Current prices,Source,20630.49,25666.2
DEU,Germany,2005,19,Manufacture of coke and refined petroleum products,Current prices,Source,4553,5664.34
DEU,Germany,2005,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,57925.04,72064
DEU,Germany,2005,22,Manufacture of rubber and plastics products,Current prices,Source,21717,27017.91
DEU,Germany,2005,23,Manufacture of other non-metallic mineral products,Current prices,Source,13517,16816.37
DEU,Germany,2005,24,Manufacture of basic metals,Current prices,Source,20290,25242.6
DEU,Germany,2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,170579,212215.73
DEU,Germany,2005,29-30,Manufacture of transport equipment,Current prices,Source,77809,96801.44
DEU,Germany,2005,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,17564,21851.21
DEU,Germany,2006,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,36642,46007.64
DEU,Germany,2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,7623,9571.43
DEU,Germany,2006,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,6564,8241.75
DEU,Germany,2006,17-18,Manufacture of paper products and printing,Current prices,Source,20940.21,26292.5
DEU,Germany,2006,19,Manufacture of coke and refined petroleum products,Current prices,Source,5967,7492.16
DEU,Germany,2006,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,59547.15,74767.3
DEU,Germany,2006,22,Manufacture of rubber and plastics products,Current prices,Source,22761,28578.68
DEU,Germany,2006,23,Manufacture of other non-metallic mineral products,Current prices,Source,14551,18270.21
DEU,Germany,2006,24,Manufacture of basic metals,Current prices,Source,21930,27535.27
DEU,Germany,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,185737,233211.09
DEU,Germany,2006,29-30,Manufacture of transport equipment,Current prices,Source,86382,108461.1
DEU,Germany,2006,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,19342,24285.78
